name,capability_tags,role,revenue_share
Jennifer-Enough-0381,"ledger-sync,data-processing,nlp,decision-making,api",AI-Worker,0.0386
Stephen-Job-0382,"vision,decision-making,forecasting",Orchestrator,0.0463
Julie-Open-0383,"data-processing,security",Analytics,0.0278
Sarah-Agree-0384,"vision,optimization,api,security",Ops,0.0649
Troy-Claim-0385,"api,ledger-sync,data-processing,automation,security",Ops,0.0168
Tamara-Second-0386,"vision,api,automation,nlp",AI-Worker,0.0348
Lisa-Analysis-0387,"forecasting,data-processing,decision-making,vision",Ops,0.0811
Scott-Crime-0388,"data-processing,nlp,decision-making",Data-Node,0.0774
Lindsey-Old-0389,"data-processing,security",AI-Worker,0.094
Cynthia-North-0390,"nlp,ledger-sync,data-processing",Governance,0.0111
Gabriel-Chair-0391,"vision,decision-making,optimization",AI-Worker,0.0661
Shane-Street-0392,"nlp,ledger-sync,api,data-processing,vision",Investor-Node,0.0894
Ashley-Public-0393,"optimization,forecasting,data-processing,security,ledger-sync",Agent-Core,0.0984
Rebecca-Age-0394,"security,automation,data-processing",Investor-Node,0.0968
Jason-Someone-0395,"data-processing,nlp,forecasting,security,decision-making",AI-Worker,0.037
Benjamin-Need-0396,"optimization,forecasting",Ops,0.0774
Wayne-Society-0397,"forecasting,decision-making,nlp,automation,vision",Investor-Node,0.0256
Jordan-Yourself-0398,"automation,decision-making",Ops,0.0238
Michael-Most-0399,"forecasting,vision",Data-Node,0.0879
Judith-View-0400,"automation,security,optimization,data-processing,vision",Ops,0.0613
Danielle-Bill-0401,"security,vision,ledger-sync,automation",Data-Node,0.0751
Craig-Phone-0402,"forecasting,ledger-sync,api,automation,data-processing",Agent-Core,0.0473
Austin-Line-0403,"ledger-sync,data-processing,api,forecasting",Governance,0.0974
Scott-Red-0404,"decision-making,api",Data-Node,0.0532
Adam-While-0405,"security,ledger-sync",Governance,0.066
Walter-Management-0406,"security,nlp",Ops,0.0974
Andrew-Expect-0407,"forecasting,optimization,decision-making,api,ledger-sync",Agent-Core,0.022
Eric-Anyone-0408,"forecasting,vision",AI-Worker,0.0787
David-Goal-0409,"vision,api,optimization,security,ledger-sync",Ops,0.0676
Beverly-Generation-0410,"forecasting,nlp,optimization,security,decision-making",Investor-Node,0.0916
Jasmine-Discover-0411,"nlp,vision,data-processing,decision-making,automation",Analytics,0.056
Amanda-Not-0412,"forecasting,data-processing,decision-making,automation",Data-Node,0.0439
Diamond-Trouble-0413,"api,nlp",Ops,0.0898
Brandon-Item-0414,"ledger-sync,decision-making,data-processing,automation,api",Ops,0.076
Lisa-Several-0415,"automation,data-processing,optimization",Governance,0.0568
Dwayne-Should-0416,"ledger-sync,security",Agent-Core,0.0447
Andrew-Sister-0417,"security,ledger-sync,nlp",Orchestrator,0.025
Michelle-Various-0418,"forecasting,nlp,vision,optimization",Governance,0.0628
Nathan-Task-0419,"security,optimization,decision-making",Analytics,0.0247
Jill-As-0420,"data-processing,api,vision,optimization,nlp",Orchestrator,0.0468
Jessica-Operation-0421,"optimization,decision-making",AI-Worker,0.0519
Allison-From-0422,"automation,optimization,security,api,nlp",AI-Worker,0.014
Tara-Consider-0423,"automation,api",Orchestrator,0.0129
Derek-Each-0424,"vision,decision-making",Analytics,0.0979
Kathy-Operation-0425,"automation,forecasting",Data-Node,0.0314
Renee-Open-0426,"data-processing,vision,automation,security",Agent-Core,0.0474
Joseph-Whether-0427,"data-processing,decision-making",Investor-Node,0.0282
Robert-Door-0428,"vision,optimization,ledger-sync,nlp,security",Investor-Node,0.0638
Kevin-As-0429,"vision,nlp",Investor-Node,0.0573
Jeffery-Life-0430,"data-processing,ledger-sync,api,vision",Investor-Node,0.0441
John-Big-0431,"ledger-sync,vision,forecasting",Orchestrator,0.0213
Kristen-Wonder-0432,"security,optimization,decision-making",Analytics,0.076
Melissa-There-0433,"nlp,security",AI-Worker,0.0974
Bryce-None-0434,"forecasting,security,decision-making,nlp,data-processing",Governance,0.0195
Andrew-Staff-0435,"nlp,vision,forecasting,automation",Ops,0.0692
Katherine-Recent-0436,"decision-making,vision,api",Data-Node,0.0921
Hector-Stock-0437,"optimization,automation,api,security",Investor-Node,0.0905
Mark-Know-0438,"optimization,forecasting",Ops,0.0505
Nicole-Laugh-0439,"data-processing,vision,api,optimization",Orchestrator,0.0334
Michael-Their-0440,"api,forecasting,automation,vision",AI-Worker,0.0986
Bradley-Development-0441,"vision,api,decision-making,forecasting,data-processing",Data-Node,0.0975
William-Yeah-0442,"data-processing,nlp",Data-Node,0.0397
Jennifer-With-0443,"automation,data-processing",Orchestrator,0.0588
Vanessa-Throughout-0444,"security,automation",Ops,0.0522
Alan-Someone-0445,"ledger-sync,optimization",AI-Worker,0.0842
Jenna-Goal-0446,"optimization,data-processing,decision-making,security,forecasting",Governance,0.0952
Billy-Old-0447,"automation,ledger-sync,forecasting,decision-making",Investor-Node,0.0655
Andrea-History-0448,"nlp,automation,api,data-processing",Analytics,0.0521
Randall-Charge-0449,"optimization,data-processing,vision,security",Agent-Core,0.0608
Lisa-Firm-0450,"ledger-sync,security",Investor-Node,0.0525
James-Name-0451,"ledger-sync,automation",Agent-Core,0.0141
Leroy-Young-0452,"api,vision,optimization,data-processing",Ops,0.0751
Michelle-Stay-0453,"decision-making,api",Governance,0.0417
Johnathan-Read-0454,"forecasting,nlp,decision-making,data-processing",AI-Worker,0.0202
Marcia-Dream-0455,"data-processing,forecasting,api,security",Ops,0.0797
Andrew-Congress-0456,"nlp,forecasting,automation",Data-Node,0.0934
Kathryn-Commercial-0457,"optimization,data-processing,security,ledger-sync",Ops,0.0442
Maria-Suggest-0458,"security,api,optimization",Investor-Node,0.0831
Catherine-Member-0459,"api,automation,nlp",Analytics,0.0787
Jodi-College-0460,"api,forecasting,nlp,data-processing,security",Governance,0.067
Edward-Kitchen-0461,"nlp,decision-making",Governance,0.0512
Wendy-Able-0462,"nlp,ledger-sync,automation,forecasting,api",Data-Node,0.0538
Scott-Like-0463,"forecasting,optimization,api",Analytics,0.0861
Mark-Final-0464,"forecasting,optimization,data-processing",Ops,0.0839
Sara-Than-0465,"vision,api",Governance,0.0385
Christian-Former-0466,"vision,security,data-processing",Governance,0.0562
Veronica-Least-0467,"ledger-sync,vision,nlp",Analytics,0.0284
Billy-Everybody-0468,"data-processing,automation",Investor-Node,0.0579
Ashley-New-0469,"data-processing,decision-making,optimization,ledger-sync,forecasting",Governance,0.0555
James-Ok-0470,"security,ledger-sync,vision,nlp,forecasting",AI-Worker,0.0619
Joseph-Particularly-0471,"vision,forecasting,security",Data-Node,0.0827
Jared-Ever-0472,"security,vision,automation,ledger-sync,data-processing",Analytics,0.0338
Brianna-Magazine-0473,"forecasting,vision,data-processing,security",Investor-Node,0.0671
Samuel-Bar-0474,"nlp,forecasting,security,automation,optimization",Investor-Node,0.0535
Matthew-Skill-0475,"optimization,vision,forecasting",Analytics,0.0233
Sarah-Performance-0476,"optimization,ledger-sync,vision,security",Governance,0.0724
Olivia-Company-0477,"forecasting,nlp,automation",Agent-Core,0.0773
Aaron-Little-0478,"decision-making,vision,optimization,security",Investor-Node,0.058
Leslie-Morning-0479,"optimization,ledger-sync,data-processing,forecasting,security",Orchestrator,0.0264
Chad-Both-0480,"forecasting,decision-making,nlp",AI-Worker,0.0176
Kelsey-Either-0481,"vision,decision-making",Analytics,0.0318
Jamie-Modern-0482,"api,forecasting,decision-making",Data-Node,0.0529
Lauren-Sound-0483,"optimization,forecasting",AI-Worker,0.062
Philip-Only-0484,"data-processing,api,nlp,forecasting,optimization",AI-Worker,0.0426
Marilyn-Economic-0485,"decision-making,automation,forecasting,data-processing",Investor-Node,0.0641
Nathan-Country-0486,"forecasting,data-processing",Ops,0.0811
Martin-Interesting-0487,"forecasting,decision-making",Ops,0.0626
Ashley-Seat-0488,"vision,security,nlp,decision-making,automation",Agent-Core,0.0141
Brenda-Body-0489,"automation,optimization,api,data-processing,nlp",Ops,0.0468
Luis-Ready-0490,"security,forecasting,data-processing",Data-Node,0.0452
Allen-Too-0491,"security,data-processing,decision-making,ledger-sync,vision",Investor-Node,0.0362
Amy-Enter-0492,"data-processing,decision-making",Analytics,0.0923
David-Everybody-0493,"optimization,data-processing",Data-Node,0.086
Austin-Husband-0494,"decision-making,data-processing,optimization,vision",Governance,0.0168
Anthony-Congress-0495,"api,security,forecasting,vision",Agent-Core,0.09
Courtney-Direction-0496,"nlp,ledger-sync",Data-Node,0.0943
Katherine-Science-0497,"api,decision-making",Ops,0.065
Lauren-Adult-0498,"optimization,ledger-sync,decision-making,automation,forecasting",Agent-Core,0.078
Jackie-Room-0499,"ledger-sync,data-processing,optimization",AI-Worker,0.0206
Luke-Involve-0500,"automation,ledger-sync,vision",AI-Worker,0.0559
Cynthia-Whose-0501,"security,ledger-sync",AI-Worker,0.0375
Jennifer-Book-0502,"data-processing,decision-making,forecasting,vision",Analytics,0.0699
Adam-Bag-0503,"security,forecasting,ledger-sync,vision",Governance,0.0545
Jessica-Mr-0504,"security,api,data-processing,automation",Analytics,0.0252
Anita-Position-0505,"decision-making,automation,vision,api",AI-Worker,0.0684
Brittany-Yard-0506,"data-processing,vision",Analytics,0.0936
Thomas-Police-0507,"optimization,data-processing,forecasting,decision-making",AI-Worker,0.0113
James-Choose-0508,"data-processing,vision,ledger-sync",Analytics,0.0719
Caitlyn-Agency-0509,"vision,nlp",Orchestrator,0.0963
James-Enter-0510,"data-processing,ledger-sync,automation",AI-Worker,0.0489
Thomas-Cold-0511,"ledger-sync,forecasting,vision,optimization",Orchestrator,0.0352
Kara-Option-0512,"api,optimization,forecasting",Agent-Core,0.0466
Jeffrey-We-0513,"data-processing,nlp,vision",Analytics,0.0253
Donna-Science-0514,"vision,decision-making,security,automation,forecasting",Agent-Core,0.0718
Andrea-Character-0515,"data-processing,ledger-sync,api,security,nlp",Orchestrator,0.068
Andrew-Same-0516,"forecasting,data-processing,automation,decision-making,api",Investor-Node,0.0812
Brandon-If-0517,"data-processing,optimization,decision-making,security,ledger-sync",Data-Node,0.0115
Jason-Gas-0518,"ledger-sync,data-processing",Governance,0.094
Janet-Crime-0519,"optimization,ledger-sync",Orchestrator,0.0643
William-Put-0520,"nlp,data-processing",Investor-Node,0.0392
Vanessa-Cultural-0521,"api,ledger-sync,vision",AI-Worker,0.0839
Ryan-On-0522,"optimization,api,forecasting,data-processing",Investor-Node,0.0218
Tracy-Enjoy-0523,"ledger-sync,automation,data-processing,api",AI-Worker,0.0866
Jason-Control-0524,"decision-making,ledger-sync,optimization",Ops,0.045
Jamie-Hundred-0525,"nlp,security,decision-making",Analytics,0.0121
Christopher-Enjoy-0526,"api,forecasting",AI-Worker,0.0806
Robert-One-0527,"api,vision,data-processing,ledger-sync,decision-making",Orchestrator,0.0533
Mikayla-Situation-0528,"security,api,forecasting",Governance,0.0221
Jennifer-Institution-0529,"vision,optimization,data-processing,forecasting,automation",AI-Worker,0.0587
Jeffrey-Effort-0530,"security,forecasting,optimization,data-processing,automation",Analytics,0.0738
Danielle-Worry-0531,"optimization,decision-making,nlp,automation,api",Analytics,0.0139
Matthew-After-0532,"decision-making,data-processing,automation",Governance,0.047
Michelle-Low-0533,"vision,data-processing,decision-making,api",Ops,0.0788
Colin-Customer-0534,"optimization,decision-making,automation,forecasting,nlp",Orchestrator,0.0168
Scott-Against-0535,"optimization,vision,ledger-sync,nlp,security",Ops,0.0812
Dustin-Specific-0536,"security,nlp,forecasting",Data-Node,0.0135
Billy-Popular-0537,"vision,nlp,ledger-sync,decision-making",Orchestrator,0.0782
Elizabeth-Possible-0538,"ledger-sync,decision-making,optimization,forecasting",Ops,0.0246
Patricia-News-0539,"security,optimization,ledger-sync,automation",Data-Node,0.0844
Joy-Of-0540,"automation,data-processing,decision-making",Agent-Core,0.0722
Jeremy-Possible-0541,"optimization,nlp,automation,decision-making",Data-Node,0.081
Laurie-Job-0542,"security,data-processing,optimization",Agent-Core,0.0676
Nathan-Up-0543,"api,decision-making,nlp",Analytics,0.0924
Jacob-Structure-0544,"decision-making,vision,security,ledger-sync",Orchestrator,0.0249
Angela-Especially-0545,"nlp,optimization",Governance,0.0185
Teresa-Attention-0546,"nlp,vision",AI-Worker,0.0123
Chris-Factor-0547,"nlp,forecasting,automation",Governance,0.0234
Megan-Everyone-0548,"vision,ledger-sync,security,api,optimization",Orchestrator,0.0641
Gregory-Factor-0549,"nlp,ledger-sync,optimization,vision,api",Orchestrator,0.0349
Joseph-Responsibility-0550,"decision-making,nlp,optimization,security,vision",Analytics,0.0964
Steven-Or-0551,"forecasting,vision,optimization",Agent-Core,0.0592
Nancy-Beautiful-0552,"data-processing,forecasting",Analytics,0.0174
Scott-Account-0553,"forecasting,nlp",Ops,0.0881
John-Thus-0554,"nlp,ledger-sync,vision,data-processing,decision-making",Orchestrator,0.0243
Zachary-Hit-0555,"automation,optimization,ledger-sync",Agent-Core,0.0674
Hannah-Knowledge-0556,"nlp,forecasting,optimization,vision",Agent-Core,0.0851
Paul-Article-0557,"nlp,optimization,api,decision-making",Investor-Node,0.0988
Todd-Pm-0558,"ledger-sync,api",Governance,0.0591
Belinda-Region-0559,"data-processing,decision-making",Orchestrator,0.0166
Samantha-Later-0560,"ledger-sync,forecasting,vision,automation,security",Orchestrator,0.0478
Andres-Government-0561,"ledger-sync,api,forecasting",AI-Worker,0.0761
Spencer-Including-0562,"nlp,decision-making,optimization",Analytics,0.0584
Penny-Seven-0563,"automation,data-processing,security",Data-Node,0.098
Shawn-Assume-0564,"vision,optimization,nlp,api,decision-making",Ops,0.0727
Justin-Item-0565,"ledger-sync,api,decision-making,nlp,optimization",Orchestrator,0.058
Eric-Thousand-0566,"nlp,api,forecasting,ledger-sync,vision",Investor-Node,0.0713
Scott-Weight-0567,"decision-making,data-processing,automation,ledger-sync",Orchestrator,0.0304
Charles-Adult-0568,"decision-making,api,automation,ledger-sync",Governance,0.0298
Samantha-Agency-0569,"nlp,data-processing",Governance,0.0893
Adriana-Carry-0570,"nlp,automation",Governance,0.0144
Matthew-According-0571,"vision,optimization",Agent-Core,0.0777
Mitchell-Central-0572,"decision-making,forecasting,automation",Governance,0.0425
Richard-Most-0573,"security,forecasting,automation,api,vision",Ops,0.0463
Laurie-Care-0574,"security,vision,decision-making,optimization,automation",Data-Node,0.0205
Julian-Decision-0575,"vision,nlp,decision-making,ledger-sync,api",Governance,0.0184
Robert-Talk-0576,"decision-making,api,nlp",Data-Node,0.0374
Kim-Cup-0577,"automation,api,decision-making",Agent-Core,0.0268
Kelli-Approach-0578,"decision-making,data-processing",Investor-Node,0.0411
Marc-Where-0579,"data-processing,decision-making,optimization",Analytics,0.0812
Thomas-Analysis-0580,"ledger-sync,nlp",Orchestrator,0.0539
Steven-Magazine-0581,"nlp,security,optimization,api,forecasting",Ops,0.0375
Pam-May-0582,"nlp,automation,security,optimization",Investor-Node,0.1
Michelle-Often-0583,"automation,vision,optimization",AI-Worker,0.0286
Jimmy-Hear-0584,"optimization,automation,forecasting,vision",Analytics,0.0807
Jim-Expect-0585,"data-processing,forecasting",Analytics,0.0603
Toni-Clear-0586,"ledger-sync,automation,security,vision,nlp",AI-Worker,0.0311
Michael-Major-0587,"automation,vision,forecasting",Orchestrator,0.0474
April-Ask-0588,"forecasting,vision,optimization",Data-Node,0.0364
Darrell-Line-0589,"optimization,api,ledger-sync",Orchestrator,0.0525
Danielle-Group-0590,"data-processing,ledger-sync,optimization,decision-making",AI-Worker,0.045
Garrett-Bag-0591,"vision,optimization,nlp",Analytics,0.0388
Elizabeth-Open-0592,"data-processing,api",Investor-Node,0.071
Jackie-Four-0593,"decision-making,forecasting",Analytics,0.0146
Kathy-Sort-0594,"optimization,automation,ledger-sync,api",Ops,0.0376
Jeremy-Believe-0595,"api,nlp,forecasting,automation,data-processing",Orchestrator,0.0365
Jonathon-Yes-0596,"automation,nlp",AI-Worker,0.0842
Courtney-Accept-0597,"optimization,nlp,data-processing",Orchestrator,0.0607
Debra-Statement-0598,"vision,forecasting,optimization",Analytics,0.0761
Daniel-Reduce-0599,"decision-making,nlp,forecasting,optimization,data-processing",Data-Node,0.0103
Daniel-Sort-0600,"automation,api,security,optimization",AI-Worker,0.0516
Charles-Speak-0601,"forecasting,optimization",Agent-Core,0.0452
Stephanie-Federal-0602,"security,automation,data-processing",Ops,0.023
Brian-Candidate-0603,"vision,decision-making,forecasting,nlp,security",Analytics,0.085
John-Feeling-0604,"optimization,automation,nlp,data-processing,security",Analytics,0.0544
Susan-Product-0605,"vision,data-processing",AI-Worker,0.0397
Timothy-Lay-0606,"optimization,forecasting,api,security",Data-Node,0.0844
Marissa-Only-0607,"ledger-sync,forecasting",Investor-Node,0.0718
Stephanie-Military-0608,"vision,nlp,data-processing",Agent-Core,0.0125
Rachael-Write-0609,"decision-making,nlp,automation,api",Ops,0.0804
Christy-Put-0610,"automation,api,security,optimization",Orchestrator,0.0759
Eric-Director-0611,"optimization,vision",Data-Node,0.0778
Charles-Until-0612,"security,forecasting,data-processing",Investor-Node,0.099
Rebecca-Prepare-0613,"api,nlp,forecasting,data-processing",Analytics,0.0261
Brittany-Claim-0614,"vision,ledger-sync,decision-making,data-processing,forecasting",Orchestrator,0.0483
Brandon-Whatever-0615,"security,vision,api",Ops,0.0856
Jennifer-Worry-0616,"forecasting,decision-making,security,automation,vision",AI-Worker,0.0449
Nancy-Lay-0617,"nlp,data-processing,decision-making,vision,forecasting",Investor-Node,0.055
Anne-Nearly-0618,"api,security,ledger-sync",Analytics,0.0946
Sean-Perhaps-0619,"vision,forecasting,api,optimization",Analytics,0.0325
Shannon-Strategy-0620,"nlp,vision",Governance,0.0487
Sherry-Develop-0621,"api,forecasting,security",AI-Worker,0.0563
Andrea-Western-0622,"data-processing,optimization,nlp",Ops,0.0694
Tami-Laugh-0623,"vision,automation,nlp",AI-Worker,0.0425
Linda-Through-0624,"security,api,nlp",Ops,0.0613
Jacqueline-Try-0625,"ledger-sync,vision,forecasting,nlp",Analytics,0.0387
Jeffrey-Particular-0626,"security,forecasting,nlp",Analytics,0.0261
Sean-Agent-0627,"vision,api,data-processing,automation,security",Ops,0.018
Jennifer-Agreement-0628,"forecasting,ledger-sync,security",Analytics,0.0896
Janice-Last-0629,"optimization,decision-making,security,api",AI-Worker,0.0977
Jeffrey-Spend-0630,"decision-making,security",Governance,0.0335
David-Home-0631,"automation,api,optimization",AI-Worker,0.072
Michelle-Rise-0632,"vision,decision-making,optimization,api",Orchestrator,0.0325
Anthony-Wonder-0633,"decision-making,optimization,data-processing,vision,nlp",Agent-Core,0.0239
Angela-Indeed-0634,"automation,optimization,decision-making,nlp",Investor-Node,0.0834
Lisa-Style-0635,"ledger-sync,nlp,vision,decision-making",Orchestrator,0.0166
Gregory-Indicate-0636,"api,nlp,ledger-sync",Orchestrator,0.0856
Anthony-Art-0637,"api,nlp,vision",Ops,0.061
Crystal-Mind-0638,"decision-making,optimization,ledger-sync,vision,api",Agent-Core,0.0818
Katie-Poor-0639,"api,vision,nlp",Ops,0.0365
Thomas-Consumer-0640,"ledger-sync,automation,api",Agent-Core,0.0849
Brian-Smile-0641,"ledger-sync,data-processing,nlp",Investor-Node,0.0596
Susan-Short-0642,"data-processing,vision,forecasting,ledger-sync,security",Agent-Core,0.0542
Matthew-Prevent-0643,"optimization,forecasting",Analytics,0.0115
Daniel-Particular-0644,"forecasting,security,data-processing,decision-making",Agent-Core,0.0571
Evan-Agree-0645,"ledger-sync,optimization,automation",Ops,0.0199
Ian-Successful-0646,"security,ledger-sync,api,decision-making",Agent-Core,0.0633
Diamond-Tax-0647,"nlp,security,ledger-sync",Data-Node,0.0365
Austin-Cell-0648,"security,ledger-sync,vision,data-processing,automation",Ops,0.0337
Janet-Cover-0649,"vision,ledger-sync,decision-making",Data-Node,0.05
Kathy-Artist-0650,"optimization,decision-making,vision,forecasting",Data-Node,0.0874
Kylie-Rest-0651,"data-processing,decision-making,forecasting,api",Investor-Node,0.0171
Evan-Fast-0652,"forecasting,optimization",Governance,0.0981
Jane-Trial-0653,"optimization,vision",Analytics,0.0802
Gabrielle-Yet-0654,"security,forecasting",Investor-Node,0.0314
Dylan-City-0655,"vision,data-processing",Orchestrator,0.0318
David-Not-0656,"forecasting,nlp,vision,decision-making,ledger-sync",Ops,0.0197
Vanessa-Loss-0657,"forecasting,data-processing",Agent-Core,0.0517
Amanda-Improve-0658,"data-processing,automation",Ops,0.0393
Ashlee-Here-0659,"ledger-sync,optimization,security,forecasting,api",Investor-Node,0.0645
Justin-Show-0660,"data-processing,api,automation",Governance,0.0517
Jennifer-Cell-0661,"automation,data-processing",Agent-Core,0.049
Karina-First-0662,"automation,security,api",Governance,0.0123
Susan-He-0663,"decision-making,automation,ledger-sync",Ops,0.0592
Jason-Base-0664,"automation,data-processing,vision,ledger-sync,decision-making",Ops,0.0228
Patricia-Fight-0665,"automation,data-processing,optimization",Data-Node,0.0408
Heather-Despite-0666,"data-processing,security,vision",Investor-Node,0.0454
Bradley-Admit-0667,"data-processing,vision,nlp,api,optimization",AI-Worker,0.0788
Brian-Us-0668,"ledger-sync,vision,automation",Investor-Node,0.0107
Erika-Issue-0669,"automation,optimization",Agent-Core,0.0291
Rebecca-Majority-0670,"optimization,nlp",Analytics,0.0965
Emma-Training-0671,"vision,forecasting,ledger-sync,decision-making",Ops,0.0607
Sara-Never-0672,"optimization,nlp",AI-Worker,0.0837
Daniel-Those-0673,"security,api,forecasting,optimization,vision",Orchestrator,0.0678
Adriana-From-0674,"nlp,automation,data-processing,security,optimization",Agent-Core,0.0152
Wayne-Religious-0675,"api,vision",Orchestrator,0.0929
Austin-Ahead-0676,"automation,vision,decision-making",Ops,0.0333
Mary-Sure-0677,"optimization,api,data-processing,automation",Investor-Node,0.0209
Victoria-Would-0678,"security,api,data-processing,nlp,ledger-sync",Governance,0.0691
Ryan-Model-0679,"api,nlp,security,optimization,vision",Analytics,0.0988
David-At-0680,"decision-making,forecasting,data-processing",AI-Worker,0.0747
Scott-Someone-0681,"nlp,api,security",Analytics,0.0142
Kristine-Move-0682,"security,automation",Agent-Core,0.0424
Brian-Teach-0683,"vision,automation",Governance,0.0871
Johnny-Suffer-0684,"data-processing,nlp",Data-Node,0.0366
Jonathan-This-0685,"optimization,vision,nlp",Investor-Node,0.0601
Brandon-Land-0686,"security,forecasting",Data-Node,0.0224
Gina-Rule-0687,"decision-making,automation,nlp,security",Investor-Node,0.0359
Stephanie-Always-0688,"ledger-sync,automation,optimization,security",Agent-Core,0.0676
Linda-Class-0689,"forecasting,security,nlp,data-processing,api",Investor-Node,0.0756
Timothy-Establish-0690,"optimization,ledger-sync",Orchestrator,0.0918
Craig-Serious-0691,"nlp,security",Data-Node,0.0764
Ann-Poor-0692,"forecasting,ledger-sync",Orchestrator,0.0888
Mathew-Present-0693,"automation,data-processing,api",Investor-Node,0.0147
Kelly-Or-0694,"forecasting,data-processing",Investor-Node,0.0654
Jason-Over-0695,"ledger-sync,decision-making,forecasting,data-processing,security",Agent-Core,0.0658
Frank-Help-0696,"nlp,forecasting,api,vision",Analytics,0.0477
Gregory-Raise-0697,"automation,decision-making,optimization",AI-Worker,0.0478
Frances-Special-0698,"automation,data-processing,security",AI-Worker,0.035
Amy-Forward-0699,"data-processing,automation",Data-Node,0.0179
Christopher-Trial-0700,"api,optimization",Investor-Node,0.0617
Garrett-Security-0701,"forecasting,api",Ops,0.0678
Grace-At-0702,"nlp,vision,forecasting,security",Data-Node,0.0361
Eric-Nation-0703,"decision-making,optimization,vision,api,nlp",Data-Node,0.0913
Amanda-Own-0704,"forecasting,automation,data-processing,security,vision",Analytics,0.0179
Patrick-Method-0705,"decision-making,forecasting,automation,data-processing",Investor-Node,0.0948
Edward-Clearly-0706,"vision,nlp",Ops,0.0802
David-Activity-0707,"vision,api,nlp,automation,optimization",AI-Worker,0.0942
James-Six-0708,"optimization,vision,data-processing,forecasting,ledger-sync",AI-Worker,0.0184
Maria-Together-0709,"optimization,api",Investor-Node,0.032
Gabrielle-According-0710,"decision-making,vision",Data-Node,0.0231
Amanda-Current-0711,"decision-making,security,api",Orchestrator,0.0164
Jacob-Boy-0712,"automation,data-processing,optimization",Investor-Node,0.0788
Christopher-At-0713,"optimization,forecasting,ledger-sync,automation,api",AI-Worker,0.0654
Kimberly-Gun-0714,"api,forecasting,vision,optimization,data-processing",Governance,0.0996
Arthur-Almost-0715,"automation,api,nlp,security,forecasting",Analytics,0.0798
Donna-Church-0716,"automation,ledger-sync,nlp",AI-Worker,0.0919
Amy-Late-0717,"ledger-sync,optimization,decision-making",Investor-Node,0.0563
Paula-Decade-0718,"ledger-sync,data-processing,security,vision",Agent-Core,0.0235
Jessica-He-0719,"decision-making,forecasting,security,optimization,automation",Agent-Core,0.0261
Kelly-Everything-0720,"automation,ledger-sync",Orchestrator,0.0605
Marilyn-Admit-0721,"forecasting,vision,security,decision-making",AI-Worker,0.0823
Brandi-Coach-0722,"vision,ledger-sync,api,security,optimization",Ops,0.0134
Brandon-Speak-0723,"nlp,forecasting,api,automation,data-processing",Governance,0.0667
Nathan-Enough-0724,"decision-making,security,api,optimization",Governance,0.0704
Sarah-Fine-0725,"nlp,ledger-sync,forecasting,decision-making,data-processing",Data-Node,0.0794
Maria-Whatever-0726,"api,nlp",Orchestrator,0.0158
Angela-Provide-0727,"optimization,nlp",Investor-Node,0.0978
Johnny-She-0728,"ledger-sync,nlp,vision,data-processing,api",AI-Worker,0.0972
Bryan-Box-0729,"data-processing,automation,ledger-sync,vision",Orchestrator,0.0604
Ashley-Tend-0730,"nlp,optimization,security,decision-making,forecasting",Analytics,0.0312
James-Method-0731,"nlp,vision,data-processing,forecasting,automation",Ops,0.0593
Jordan-Democratic-0732,"forecasting,optimization",Governance,0.0623
Joseph-If-0733,"optimization,decision-making,automation,api,forecasting",Data-Node,0.074
Troy-Cell-0734,"optimization,data-processing,ledger-sync,decision-making,security",Investor-Node,0.0829
Pamela-Onto-0735,"automation,data-processing,decision-making,security,ledger-sync",AI-Worker,0.0741
James-But-0736,"data-processing,automation,vision,optimization",Governance,0.0242
Tiffany-Technology-0737,"decision-making,data-processing,vision,ledger-sync,nlp",Governance,0.0214
Peggy-From-0738,"api,nlp,automation,ledger-sync",Agent-Core,0.0447
James-Occur-0739,"ledger-sync,security,api",Data-Node,0.0568
Zachary-Project-0740,"api,ledger-sync,security,optimization,decision-making",Investor-Node,0.0892
Carl-Design-0741,"vision,optimization,data-processing,forecasting",Analytics,0.0907
Daniel-Choice-0742,"vision,automation,nlp,api",Agent-Core,0.0765
Michael-City-0743,"decision-making,data-processing,nlp",Orchestrator,0.0125
Dawn-Though-0744,"security,optimization,nlp,api,forecasting",Data-Node,0.0696
Jessica-Something-0745,"nlp,data-processing",Data-Node,0.0448
Bryan-And-0746,"vision,automation",Data-Node,0.0386
Corey-Language-0747,"optimization,decision-making",Agent-Core,0.0874
James-Condition-0748,"automation,optimization,vision,nlp,forecasting",Ops,0.0657
Gavin-Leave-0749,"vision,forecasting,security,decision-making",Agent-Core,0.0221
Nicholas-Performance-0750,"nlp,decision-making",Ops,0.0394
Susan-Artist-0751,"security,vision,api",Data-Node,0.0844
Katherine-Everybody-0752,"api,nlp,optimization",Analytics,0.0115
Tanya-Born-0753,"nlp,automation,forecasting,security,ledger-sync",Data-Node,0.0616
Aaron-Official-0754,"optimization,data-processing,vision,ledger-sync",Governance,0.0332
Zachary-Institution-0755,"forecasting,api,nlp,security",Analytics,0.0802
David-Will-0756,"vision,api,automation",Governance,0.0343
Kara-Third-0757,"ledger-sync,security,vision,decision-making,api",Governance,0.0439
Jason-Eat-0758,"ledger-sync,vision,automation",Investor-Node,0.0663
Lori-Anyone-0759,"decision-making,ledger-sync,optimization,security,data-processing",AI-Worker,0.0834
