bot_name,name,role,capability_tags,capability_score,revenue_share,env,status
LX-AI-BOT-0167,Frank-Especially-0167,AI-Worker,"decision-making,automation,api,nlp",0.8587271741142989,0.0734,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0168,Joseph-Drug-0168,Agent-Core,"optimization,ledger-sync,security,api,vision",1.0,0.0439,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0169,Sandra-Week-0169,Ops,"security,nlp,vision,decision-making,ledger-sync",1.0,0.0645,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0170,Pam-Tell-0170,Orchestrator,"api,security,forecasting",0.7484537989633983,0.0407,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0171,Ryan-Collection-0171,Governance,"nlp,automation,data-processing",0.6525536365885068,0.021,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0172,Andrew-Bad-0172,Data-Node,"ledger-sync,optimization,decision-making,data-processing",1.0,0.0363,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0173,Christopher-Son-0173,Agent-Core,"vision,forecasting",0.6410620812738352,0.0433,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0174,Steven-Thought-0174,Data-Node,"optimization,vision,nlp",0.8702140518823941,0.0457,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0175,Chad-Share-0175,Investor-Node,"optimization,data-processing,automation,vision,ledger-sync",1.0,0.0574,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0176,Barbara-First-0176,Orchestrator,"automation,data-processing",0.5804721583029371,0.0607,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0177,Chase-Wait-0177,Investor-Node,"nlp,decision-making",0.6098188070156735,0.0823,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0178,Howard-Government-0178,Data-Node,"data-processing,automation,ledger-sync,nlp",1.0,0.0145,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0179,Rachel-Sport-0179,Analytics,"forecasting,data-processing,vision,optimization",1.0,0.0151,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0180,Mark-Product-0180,Agent-Core,"automation,nlp,security,forecasting,decision-making",1.0,0.077,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0181,Mary-Likely-0181,AI-Worker,"security,optimization,vision,forecasting,nlp",1.0,0.0997,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0182,Janet-Today-0182,Data-Node,"forecasting,automation,ledger-sync,vision,optimization",1.0,0.0927,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0183,Donna-Candidate-0183,Governance,"api,optimization,ledger-sync,automation",0.9792641817791395,0.0499,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0184,Bryan-City-0184,AI-Worker,"vision,ledger-sync,api,data-processing,automation",1.0,0.0258,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0185,Frances-Six-0185,Ops,"ledger-sync,nlp,decision-making,api",0.8512780644713748,0.0289,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0186,Susan-Box-0186,Ops,"nlp,api,vision,optimization",0.9317418583372634,0.0723,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0187,Robert-Computer-0187,Orchestrator,"nlp,decision-making,security,api",0.8784194976060251,0.0702,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0188,Christian-Draw-0188,Data-Node,"automation,optimization,api",0.7457195903583913,0.0262,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0189,Zachary-Lead-0189,Investor-Node,"automation,decision-making,forecasting,optimization",0.9228915702625708,0.029,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0190,Angel-Part-0190,Data-Node,"security,data-processing,optimization,automation,vision",1.0,0.0329,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0191,Scott-Decision-0191,AI-Worker,"ledger-sync,vision,security,data-processing,optimization",1.0,0.0369,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0192,Sara-Many-0192,Data-Node,"forecasting,vision,automation,nlp,decision-making",1.0,0.0353,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0193,Matthew-Baby-0193,Ops,"decision-making,optimization",0.4717897884110956,0.0538,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0194,Kristen-Every-0194,Analytics,"api,vision,data-processing,decision-making",1.0,0.0206,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0195,Jeremy-Far-0195,AI-Worker,"optimization,data-processing,ledger-sync",0.8502869704995999,0.0811,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0196,Walter-Believe-0196,AI-Worker,"vision,security,automation,data-processing,decision-making",1.0,0.0133,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0197,Christian-Describe-0197,Investor-Node,"api,forecasting,automation,vision,security",1.0,0.0332,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0198,Stephanie-Reason-0198,Orchestrator,"api,security,vision",0.7531352564843231,0.0703,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0199,Yvonne-Decade-0199,Analytics,"optimization,nlp,decision-making",0.7864812431484355,0.0459,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0200,Susan-Page-0200,Investor-Node,"vision,ledger-sync",0.4959369420714773,0.0571,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0201,Eric-Four-0201,AI-Worker,"forecasting,automation,ledger-sync,vision",1.0,0.093,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0202,Raymond-City-0202,Data-Node,"automation,api",0.5207225487638534,0.0888,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0203,Jessica-Whatever-0203,Investor-Node,"vision,api,security",0.7064581177180453,0.0744,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0204,Antonio-Set-0204,Analytics,"nlp,data-processing,api",0.6113297701004896,0.0476,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0205,Juan-Fly-0205,AI-Worker,"data-processing,optimization",0.6538502121409815,0.0721,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0206,Robert-Leg-0206,Orchestrator,"ledger-sync,api,automation",0.6808476059307697,0.0805,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0207,Joshua-Current-0207,Data-Node,"decision-making,data-processing,api",0.8887116948691309,0.0124,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0208,Christopher-Believe-0208,Data-Node,"api,ledger-sync,nlp,optimization",0.8494009668094895,0.0794,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0209,Joshua-Reveal-0209,Data-Node,"optimization,security,automation,nlp,data-processing",1.0,0.0896,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0210,Kristina-Animal-0210,Investor-Node,"automation,decision-making,ledger-sync,nlp",1.0,0.0549,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0211,Michael-Station-0211,Investor-Node,"api,nlp,optimization,automation,security",1.0,0.0151,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0212,Marcus-Rich-0212,Agent-Core,"forecasting,decision-making,ledger-sync",0.8882393163405264,0.0752,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0213,Kimberly-Difference-0213,Analytics,"security,optimization",0.48887292884237865,0.0625,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0214,Christina-Anyone-0214,Analytics,"nlp,automation,forecasting,security,data-processing",1.0,0.0809,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0215,Peter-Trip-0215,Analytics,"optimization,security",0.6326043656648594,0.0153,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0216,Micheal-Beat-0216,AI-Worker,"optimization,vision",0.4936015799379727,0.0626,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0217,Michelle-Build-0217,Ops,"automation,optimization,forecasting,security,vision",1.0,0.0746,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0218,Sheila-Skin-0218,AI-Worker,"optimization,api",0.670815684998997,0.0241,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0219,Tina-Stage-0219,Data-Node,"security,api",0.6637289994786352,0.0523,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0220,Cody-Spend-0220,Agent-Core,"nlp,forecasting",0.6269418832224234,0.0126,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0221,Deborah-Argue-0221,Ops,"decision-making,automation,data-processing",0.6432481560592582,0.0728,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0222,Phillip-Participant-0222,Investor-Node,"security,data-processing,optimization,nlp",1.0,0.027,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0223,Robert-Appear-0223,AI-Worker,"forecasting,optimization,nlp",0.684388800462475,0.0828,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0224,David-Time-0224,Investor-Node,"forecasting,security",0.4607788564980575,0.0458,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0225,Karen-Enjoy-0225,Agent-Core,"automation,security,decision-making,api,data-processing",1.0,0.0517,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0226,Jennifer-Difficult-0226,Orchestrator,"optimization,data-processing,security,ledger-sync",0.9212237813626296,0.0367,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0227,Melanie-Six-0227,AI-Worker,"ledger-sync,optimization",0.5819717306526823,0.0137,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0228,Barry-Wall-0228,Ops,"security,automation",0.5147800767464733,0.0792,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0229,Daisy-Suffer-0229,Data-Node,"forecasting,nlp,decision-making,security",1.0,0.0366,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0230,Carla-Story-0230,Governance,"automation,forecasting",0.6079868060371235,0.0324,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0231,Jenna-Family-0231,Governance,"vision,nlp",0.5288525235267599,0.0436,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0232,Lauren-Day-0232,Investor-Node,"nlp,decision-making,ledger-sync,forecasting",1.0,0.0864,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0233,Nicole-Ability-0233,Investor-Node,"forecasting,optimization,vision,nlp",0.9075189092983763,0.0462,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0234,Meredith-Paper-0234,Data-Node,"data-processing,decision-making,forecasting,optimization",0.8982213793254368,0.0216,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0235,Brent-Peace-0235,Governance,"automation,security,forecasting,optimization",1.0,0.0176,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0236,Angela-Determine-0236,Analytics,"vision,ledger-sync",0.6387394811572468,0.016,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0237,Katherine-Peace-0237,Data-Node,"decision-making,nlp,optimization,ledger-sync,automation",1.0,0.0358,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0238,Zoe-Put-0238,Ops,"vision,decision-making",0.5030492692293045,0.0415,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0239,Dustin-Measure-0239,Investor-Node,"data-processing,optimization,security,vision",0.9549201916064073,0.078,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0240,Gary-Soldier-0240,Investor-Node,"forecasting,vision",0.48926077204633567,0.0979,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0241,Andrew-Fill-0241,Data-Node,"vision,api",0.5960237562560998,0.096,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0242,Daniel-Board-0242,AI-Worker,"optimization,data-processing,decision-making,vision",1.0,0.0202,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0243,Nicole-Care-0243,Investor-Node,"ledger-sync,vision,data-processing,forecasting",1.0,0.0662,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0244,Linda-Democrat-0244,Data-Node,"data-processing,automation,vision,decision-making,api",1.0,0.0507,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0245,Sarah-Away-0245,AI-Worker,"vision,data-processing,security,optimization",0.9939047810127128,0.0251,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0246,Melissa-Born-0246,Agent-Core,"security,api,nlp,decision-making",0.9167402843085957,0.0724,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0247,Teresa-Piece-0247,Agent-Core,"automation,security,api,data-processing,vision",1.0,0.0257,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0248,Robert-First-0248,Ops,"ledger-sync,optimization,automation,nlp,api",1.0,0.0647,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0249,Lori-Red-0249,Data-Node,"forecasting,ledger-sync",0.4143759569611199,0.0606,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0250,Laura-Body-0250,Governance,"nlp,vision,data-processing",0.6830790861873139,0.013,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0251,Jason-If-0251,Data-Node,"ledger-sync,security,automation,data-processing,api",1.0,0.0913,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0252,Donna-Mission-0252,Orchestrator,"ledger-sync,security",0.6594786936735928,0.029,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0253,Natalie-Actually-0253,Analytics,"decision-making,data-processing,api,vision,nlp",1.0,0.0776,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0254,Christopher-Impact-0254,Governance,"nlp,security,api,decision-making,optimization",1.0,0.043,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0255,Lucas-Us-0255,AI-Worker,"automation,security,nlp",0.680496846234695,0.0375,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0256,Blake-Garden-0256,Agent-Core,"api,data-processing",0.5661812098726399,0.0121,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0257,Lisa-Get-0257,Investor-Node,"security,data-processing,automation",0.7922459267762633,0.044,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0258,Scott-They-0258,Data-Node,"api,ledger-sync,optimization",0.7389058602771875,0.0896,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0259,Robert-Fast-0259,Governance,"optimization,automation",0.4801082702422408,0.0766,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0260,Christine-What-0260,Ops,"security,api",0.6447285171873138,0.0366,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0261,Robert-Address-0261,Orchestrator,"data-processing,optimization,decision-making,forecasting,nlp",1.0,0.087,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0262,Kimberly-Any-0262,Data-Node,"ledger-sync,nlp,optimization,decision-making",0.8113636566463325,0.0628,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0263,Scott-Machine-0263,Ops,"vision,ledger-sync",0.42723650482021497,0.0926,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0264,George-Remember-0264,Data-Node,"optimization,decision-making,forecasting",0.7424384326675729,0.0319,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0265,Ronald-Party-0265,Analytics,"optimization,security,nlp",0.6881680493144924,0.017,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0266,Rebecca-Administration-0266,Investor-Node,"optimization,security",0.6739169908961103,0.0938,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0267,Suzanne-Read-0267,Orchestrator,"forecasting,vision,automation,ledger-sync,nlp",1.0,0.0188,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0268,Carrie-Person-0268,Investor-Node,"api,data-processing,ledger-sync,security,nlp",1.0,0.0834,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0269,Janet-The-0269,Ops,"nlp,ledger-sync,security,data-processing,decision-making",1.0,0.0407,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0270,Jack-Left-0270,Investor-Node,"data-processing,ledger-sync,vision,api",0.9295464350690525,0.075,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0271,Colleen-Various-0271,Data-Node,"forecasting,api",0.6627823815897652,0.0668,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0272,Frederick-New-0272,Agent-Core,"forecasting,optimization",0.5784930826270508,0.0224,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0273,Marie-Administration-0273,Data-Node,"automation,ledger-sync,nlp,api",0.9755146049208754,0.0184,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0274,Cassidy-Audience-0274,Ops,"nlp,forecasting,optimization,ledger-sync",0.8450704464518635,0.0119,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0275,Matthew-Machine-0275,Data-Node,"api,nlp",0.41983528143126386,0.0566,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0276,Lindsey-Color-0276,Investor-Node,"api,decision-making,nlp,vision,optimization",1.0,0.0609,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0277,Julie-Walk-0277,Governance,"api,forecasting,nlp",0.6298164149655051,0.0544,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0278,Eric-Size-0278,Governance,"decision-making,forecasting",0.5299731452354071,0.0668,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0279,Robert-What-0279,Analytics,"data-processing,optimization,security,automation",1.0,0.0432,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0280,Daniel-Director-0280,Agent-Core,"nlp,vision,data-processing",0.6550420790941451,0.031,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0281,Melissa-Strong-0281,Analytics,"forecasting,data-processing",0.6996625184373764,0.0531,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0282,Bradley-Now-0282,Orchestrator,"ledger-sync,decision-making,security,vision",0.973003062969009,0.0821,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0283,Shawn-Risk-0283,Agent-Core,"automation,decision-making,vision,ledger-sync,security",1.0,0.063,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0284,Gail-Pattern-0284,AI-Worker,"optimization,automation,vision,api",0.9977698278768042,0.0701,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0285,Christopher-Today-0285,AI-Worker,"vision,data-processing,nlp,optimization",0.8993560045753503,0.0896,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0286,Frank-Appear-0286,Governance,"data-processing,forecasting,optimization",0.6359665019088003,0.0117,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0287,Thomas-Sometimes-0287,AI-Worker,"decision-making,data-processing,security",0.859519676483064,0.0715,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0288,Keith-Real-0288,Orchestrator,"ledger-sync,security",0.6057372669403903,0.055,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0289,Melissa-Point-0289,Orchestrator,"ledger-sync,forecasting",0.5214766208260562,0.0131,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0290,Katherine-Military-0290,Governance,"data-processing,api,decision-making",0.649174323439552,0.0806,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0291,Mitchell-Hit-0291,Governance,"forecasting,ledger-sync,data-processing,api,nlp",1.0,0.0771,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0292,Shawna-Huge-0292,Ops,"automation,optimization,security,api",1.0,0.0496,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0293,Larry-Hour-0293,Analytics,"automation,decision-making,api,security,optimization",1.0,0.0286,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0294,Phyllis-Fill-0294,AI-Worker,"data-processing,nlp,optimization",0.8224251978119071,0.017,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0295,Louis-Avoid-0295,Ops,"vision,api,security",0.7739992385256069,0.0471,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0296,Jessica-Involve-0296,Agent-Core,"nlp,decision-making,automation,optimization",0.9801139091046939,0.0197,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0297,Allen-Necessary-0297,Orchestrator,"ledger-sync,automation,optimization,security",0.9083804157227764,0.0636,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0298,Rhonda-Those-0298,Analytics,"api,ledger-sync,vision,security",1.0,0.0213,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0299,Austin-Yourself-0299,Data-Node,"automation,forecasting",0.44600727913075455,0.026,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0300,Paige-Crime-0300,Data-Node,"nlp,vision,automation",0.6790850151449606,0.0918,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0301,Joseph-Available-0301,Governance,"nlp,api,security,data-processing,decision-making",1.0,0.0667,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0302,Sara-For-0302,Orchestrator,"forecasting,ledger-sync,security",0.6020972491484708,0.0249,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0303,Tammy-Represent-0303,Orchestrator,"automation,nlp",0.44452085332698943,0.0351,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0304,Adam-Focus-0304,AI-Worker,"optimization,ledger-sync,api,nlp",0.8393656021466822,0.0737,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0305,Christopher-Beat-0305,Investor-Node,"nlp,ledger-sync,decision-making,automation",0.9234082714946764,0.0495,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0306,Amy-Direction-0306,Agent-Core,"nlp,optimization,security,data-processing",0.887097721521774,0.0789,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0307,Jason-Clearly-0307,Agent-Core,"ledger-sync,automation",0.6826620498122884,0.0846,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0308,Ruben-Within-0308,AI-Worker,"vision,forecasting,decision-making,api",0.8186884068875873,0.0952,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0309,Erica-May-0309,Investor-Node,"automation,optimization,forecasting",0.6129546256576343,0.0297,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AI-BOT-0310,William-Claim-0310,AI-Worker,"nlp,data-processing,api,forecasting,security",1.0,0.0855,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0311,Benjamin-Wonder-0311,Analytics,"optimization,ledger-sync,security,nlp,forecasting",1.0,0.0599,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0312,Dawn-Ask-0312,Data-Node,"optimization,nlp",0.6514033556796166,0.0211,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0313,Susan-Fact-0313,Ops,"optimization,ledger-sync",0.6330412229705514,0.0188,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0314,Kimberly-Per-0314,Agent-Core,"automation,api,decision-making,vision,data-processing",1.0,0.0435,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0315,Jennifer-Nation-0315,Governance,"nlp,security,optimization",0.7261678459575449,0.0903,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0316,Joseph-May-0316,Orchestrator,"security,decision-making,forecasting,nlp",0.9895142791692434,0.0839,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0317,Thomas-Determine-0317,Data-Node,"automation,data-processing,vision",0.7791627623225044,0.0388,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0318,Antonio-Hair-0318,Orchestrator,"vision,security,automation,ledger-sync",1.0,0.097,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0319,Cody-Argue-0319,Governance,"data-processing,api,decision-making",0.7044311931208252,0.0569,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0320,Lee-Candidate-0320,Ops,"decision-making,automation,vision,data-processing",0.991438853250308,0.0611,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0321,Susan-Bag-0321,Analytics,"data-processing,automation",0.6170164576925896,0.0589,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0322,Kathleen-Owner-0322,Analytics,"vision,api,automation,forecasting",0.8890616165291009,0.0907,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ANA-BOT-0323,Amy-Actually-0323,Analytics,"api,security,forecasting,nlp,automation",1.0,0.0975,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0324,Matthew-Listen-0324,Agent-Core,"decision-making,optimization,data-processing,vision,forecasting",1.0,0.0267,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0325,William-Sport-0325,Orchestrator,"decision-making,forecasting",0.687172686194304,0.0454,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-AGE-BOT-0326,Leslie-Crime-0326,Agent-Core,"security,api,optimization,ledger-sync",0.830824550630568,0.0977,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-DAT-BOT-0327,Isaac-That-0327,Data-Node,"security,forecasting,data-processing,vision,decision-making",1.0,0.0538,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-GOV-BOT-0328,Brandi-Tree-0328,Governance,"security,ledger-sync,forecasting",0.6148307530167156,0.0297,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0329,Jodi-Interesting-0329,Investor-Node,"ledger-sync,security,forecasting,optimization",0.8928019127352929,0.0318,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-OPS-BOT-0330,Russell-Husband-0330,Ops,"ledger-sync,decision-making",0.5422660451038657,0.0868,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-ORC-BOT-0331,Sheila-Suggest-0331,Orchestrator,"optimization,vision,decision-making,data-processing,api",1.0,0.0325,SIMULATION_CORE_v1,ACTIVE_AGENT
LX-INV-BOT-0332,Stephanie-Example-0332,Investor-Node,"automation,security",0.5863427968207068,0.0802,SIMULATION_CORE_v1,ACTIVE_AGENT
